"image","sub","SB_FSQC","RB_FSQC"
"sub-0050020_ses-1_run-1_cor2_surfaces.png","sub-0050020",1,1
"sub-0050020_ses-1_run-1_cor3_surfaces.png","sub-0050020",1,1
"sub-0050020_ses-1_run-1_sag1_surfaces.png","sub-0050020",1,1
"sub-0050020_ses-1_run-1_sag2_surfaces.png","sub-0050020",1,1
"sub-0050020_ses-1_run-1_sag3_surfaces.png","sub-0050020",1,2
"sub-0050020_ses-1_run-1_sag4_surfaces.png","sub-0050020",1,1
"sub-0050022_ses-1_run-1_ax1_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_ax2_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_ax3_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_cor1_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_cor2_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_cor3_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_sag1_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_sag2_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_sag3_surfaces.png","sub-0050022",1,1
"sub-0050022_ses-1_run-1_sag4_surfaces.png","sub-0050022",1,1
"sub-0050023_ses-1_run-1_ax1_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_ax2_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_ax3_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_cor1_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_cor2_surfaces.png","sub-0050023",2,1
"sub-0050023_ses-1_run-1_cor3_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_sag1_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_sag2_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_sag3_surfaces.png","sub-0050023",1,1
"sub-0050023_ses-1_run-1_sag4_surfaces.png","sub-0050023",1,1
"sub-0050024_ses-1_run-1_ax1_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_ax2_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_ax3_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_cor1_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_cor2_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_cor3_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_sag1_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_sag2_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_sag3_surfaces.png","sub-0050024",1,1
"sub-0050024_ses-1_run-1_sag4_surfaces.png","sub-0050024",1,1
"sub-0050025_ses-1_run-1_ax1_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_ax2_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_ax3_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_cor1_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_cor2_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_cor3_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_sag1_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_sag2_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_sag3_surfaces.png","sub-0050025",1,1
"sub-0050025_ses-1_run-1_sag4_surfaces.png","sub-0050025",1,1
"sub-0050026_ses-1_run-1_ax1_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_ax2_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_ax3_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_cor1_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_cor2_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_cor3_surfaces.png","sub-0050026",4,1
"sub-0050026_ses-1_run-1_sag1_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_sag2_surfaces.png","sub-0050026",1,1
"sub-0050026_ses-1_run-1_sag3_surfaces.png","sub-0050026",2,2
"sub-0050026_ses-1_run-1_sag4_surfaces.png","sub-0050026",1,1
"sub-0050027_ses-1_run-1_ax1_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_ax2_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_ax3_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_cor1_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_cor2_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_cor3_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_sag1_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_sag2_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_sag3_surfaces.png","sub-0050027",1,1
"sub-0050027_ses-1_run-1_sag4_surfaces.png","sub-0050027",1,1
"sub-0050028_ses-1_run-1_ax1_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_ax2_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_ax3_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_cor1_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_cor2_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_cor3_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_sag1_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_sag2_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_sag3_surfaces.png","sub-0050028",1,1
"sub-0050028_ses-1_run-1_sag4_surfaces.png","sub-0050028",1,1
"sub-0050029_ses-1_run-1_ax1_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_ax2_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_ax3_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_cor1_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_cor2_surfaces.png","sub-0050029",2,1
"sub-0050029_ses-1_run-1_cor3_surfaces.png","sub-0050029",2,1
"sub-0050029_ses-1_run-1_sag1_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_sag2_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_sag3_surfaces.png","sub-0050029",1,1
"sub-0050029_ses-1_run-1_sag4_surfaces.png","sub-0050029",1,1
"sub-0050030_ses-1_run-1_ax1_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_ax2_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_ax3_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_cor1_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_cor2_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_cor3_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_sag1_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_sag2_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_sag3_surfaces.png","sub-0050030",1,1
"sub-0050030_ses-1_run-1_sag4_surfaces.png","sub-0050030",1,1
"sub-0050031_ses-1_run-1_ax1_surfaces.png","sub-0050031",1,1
"sub-0050031_ses-1_run-1_ax2_surfaces.png","sub-0050031",1,1
"sub-0050031_ses-1_run-1_ax3_surfaces.png","sub-0050031",1,1
"sub-0050031_ses-1_run-1_cor1_surfaces.png","sub-0050031",3,1
"sub-0050031_ses-1_run-1_cor2_surfaces.png","sub-0050031",3,1
"sub-0050031_ses-1_run-1_cor3_surfaces.png","sub-0050031",3,1
"sub-0050031_ses-1_run-1_sag1_surfaces.png","sub-0050031",3,1
"sub-0050031_ses-1_run-1_sag2_surfaces.png","sub-0050031",3,3
"sub-0050031_ses-1_run-1_sag3_surfaces.png","sub-0050031",3,1
"sub-0050031_ses-1_run-1_sag4_surfaces.png","sub-0050031",3,1
"sub-0050032_ses-1_run-1_ax1_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_ax2_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_ax3_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_cor1_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_cor2_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_cor3_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_sag1_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_sag2_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_sag3_surfaces.png","sub-0050032",1,1
"sub-0050032_ses-1_run-1_sag4_surfaces.png","sub-0050032",1,1
"sub-0050033_ses-1_run-1_ax1_surfaces.png","sub-0050033",1,1
"sub-0050033_ses-1_run-1_ax2_surfaces.png","sub-0050033",1,1
"sub-0050033_ses-1_run-1_ax3_surfaces.png","sub-0050033",1,1
"sub-0050033_ses-1_run-1_cor1_surfaces.png","sub-0050033",1,1
"sub-0050033_ses-1_run-1_cor2_surfaces.png","sub-0050033",1,1
"sub-0050033_ses-1_run-1_cor3_surfaces.png","sub-0050033",1,1
"sub-0050033_ses-1_run-1_sag1_surfaces.png","sub-0050033",3,1
"sub-0050033_ses-1_run-1_sag2_surfaces.png","sub-0050033",3,1
"sub-0050033_ses-1_run-1_sag3_surfaces.png","sub-0050033",3,1
"sub-0050033_ses-1_run-1_sag4_surfaces.png","sub-0050033",3,1
"sub-0050034_ses-1_run-1_ax1_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_ax2_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_ax3_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_cor1_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_cor2_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_cor3_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_sag1_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_sag2_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_sag3_surfaces.png","sub-0050034",1,1
"sub-0050034_ses-1_run-1_sag4_surfaces.png","sub-0050034",1,1
"sub-0050035_ses-1_run-1_ax1_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_ax2_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_ax3_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_cor1_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_cor2_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_cor3_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_sag1_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_sag2_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_sag3_surfaces.png","sub-0050035",1,1
"sub-0050035_ses-1_run-1_sag4_surfaces.png","sub-0050035",1,1
"sub-0050036_ses-1_run-1_ax1_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_ax2_surfaces.png","sub-0050036",1,1
"sub-0050036_ses-1_run-1_ax3_surfaces.png","sub-0050036",1,1
"sub-0050036_ses-1_run-1_cor1_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_cor2_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_cor3_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_sag1_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_sag2_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_sag3_surfaces.png","sub-0050036",3,1
"sub-0050036_ses-1_run-1_sag4_surfaces.png","sub-0050036",3,1
"sub-0050037_ses-1_run-1_ax1_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_ax2_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_ax3_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_cor1_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_cor2_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_cor3_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_sag1_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_sag2_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_sag3_surfaces.png","sub-0050037",1,1
"sub-0050037_ses-1_run-1_sag4_surfaces.png","sub-0050037",1,1
"sub-0050038_ses-1_run-1_ax1_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_ax2_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_ax3_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_cor1_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_cor2_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_cor3_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_sag1_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_sag2_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_sag3_surfaces.png","sub-0050038",1,1
"sub-0050038_ses-1_run-1_sag4_surfaces.png","sub-0050038",1,1
"sub-0050039_ses-1_run-1_ax1_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_ax2_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_ax3_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_cor1_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_cor2_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_cor3_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_sag1_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_sag2_surfaces.png","sub-0050039",1,1
"sub-0050039_ses-1_run-1_sag3_surfaces.png","sub-0050039",2,1
"sub-0050039_ses-1_run-1_sag4_surfaces.png","sub-0050039",1,1
"sub-0050040_ses-1_run-1_ax1_surfaces.png","sub-0050040",1,1
"sub-0050040_ses-1_run-1_ax2_surfaces.png","sub-0050040",1,1
"sub-0050040_ses-1_run-1_ax3_surfaces.png","sub-0050040",2,1
"sub-0050040_ses-1_run-1_cor1_surfaces.png","sub-0050040",1,1
"sub-0050040_ses-1_run-1_cor2_surfaces.png","sub-0050040",1,1
"sub-0050040_ses-1_run-1_cor3_surfaces.png","sub-0050040",1,1
"sub-0050040_ses-1_run-1_sag1_surfaces.png","sub-0050040",1,1
